,,Job,Marital,Education,Default,HHInsurance,CarLoan,Communication,LastContactDay,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,AgeBin,BalanceBin,CallLength,CallLengthBin,CallStartHour,LastContactDate,LastContactWkd,LastContactMon,LastContactWk,LastContactWkNum
train,27,0,0,0,0,0,0,1,20,2,0,0,0,1824,1788,1,0,273,0,3,76,3,3,15,3
train,28,8,1,2,0,1,0,0,15,2,0,0,0,2478,2412,1,0,104,0,4,125,3,5,23,2
train,29,2,1,1,0,0,0,0,19,13,0,0,0,863,815,1,0,8,0,1,129,0,5,24,3
train,30,10,1,2,0,0,0,2,29,2,51,3,3,1428,1479,2,0,722,1,2,84,5,3,16,4
train,31,1,2,2,0,1,0,1,1,0,150,3,1,746,724,0,0,149,0,1,112,3,5,21,0
train,32,6,2,3,0,0,0,1,12,2,0,0,0,1043,1021,2,0,279,0,1,181,5,7,31,1
train,33,5,0,3,0,0,0,1,4,1,0,0,0,3411,3397,1,0,377,0,6,18,4,1,4,0
train,34,2,2,2,0,1,0,0,26,6,0,0,0,2461,2385,1,0,34,0,4,107,4,4,20,3
train,35,2,1,2,0,1,0,1,13,0,0,0,0,3016,3023,1,0,496,0,5,95,5,4,18,1
train,36,2,1,2,0,1,1,0,20,2,0,0,0,1103,1167,0,0,870,1,2,101,5,4,19,2
train,37,1,1,2,0,1,0,1,29,4,0,0,0,3587,3522,0,0,36,0,6,168,5,6,29,4
train,38,2,0,1,0,1,0,1,17,2,0,0,0,2141,2161,1,0,618,0,4,156,0,6,28,3
train,39,1,1,2,0,1,1,1,16,2,0,0,0,3399,3343,1,0,65,0,6,261,3,10,45,2
train,40,5,1,2,0,1,0,0,28,1,0,0,0,4240,4182,0,0,124,0,8,109,6,4,20,3
train,41,2,1,2,0,1,0,0,28,0,0,0,0,1289,1254,1,0,129,0,2,109,6,4,20,3
train,42,5,2,3,0,0,0,1,4,0,0,0,0,213,264,1,0,667,1,0,18,4,1,4,0
train,43,1,1,2,0,1,0,1,14,0,132,1,1,988,997,1,0,426,0,1,96,6,4,18,1
train,44,5,1,3,0,0,0,1,20,0,0,0,0,1182,1134,2,0,31,0,2,188,6,7,32,2
train,45,2,2,2,0,1,0,0,2,2,0,0,0,3794,3746,1,0,108,0,7,113,4,5,21,0
train,46,5,0,2,0,1,0,1,22,0,0,0,0,1518,1567,1,0,717,1,3,161,5,6,28,3
train,47,6,0,1,0,0,0,1,8,1,0,0,0,3812,3915,3,0,930,1,7,226,6,9,39,1
train,48,1,2,2,0,0,0,0,1,3,0,0,0,4168,4108,1,0,66,0,8,112,3,5,21,0
train,49,10,0,2,0,0,0,1,3,3,0,0,0,271,256,0,0,202,0,0,17,3,1,4,0
train,50,8,0,2,0,1,0,1,15,0,0,0,0,3777,3749,2,0,258,0,7,73,5,3,14,2
train,51,4,1,1,0,0,0,0,16,0,0,0,0,822,790,1,0,67,0,1,126,4,5,23,2
train,52,7,1,2,0,1,1,1,19,0,0,0,0,2192,2174,1,0,447,0,4,264,6,10,45,2
train,53,6,1,2,0,0,0,2,19,2,0,0,0,3620,3608,3,0,345,0,7,100,4,4,19,2
train,54,2,1,2,0,0,1,1,28,0,0,0,0,517,494,0,0,119,0,0,12,4,0,3,3
train,55,8,1,2,0,0,0,2,1,2,0,0,0,3651,3793,1,0,1036,2,7,15,1,1,4,0
train,56,1,1,2,0,1,0,1,20,0,127,5,1,2827,2797,0,0,278,0,5,265,0,10,46,3
train,57,3,0,2,0,0,1,1,12,0,258,1,1,4480,4433,1,0,87,0,8,229,3,9,40,2
train,58,5,2,3,0,1,0,1,17,0,0,0,0,2494,2501,1,0,594,0,4,98,2,4,19,2
train,59,11,1,2,0,0,0,1,25,0,0,0,0,1743,1710,2,0,304,0,3,106,3,4,20,3
train,60,5,0,3,0,0,0,1,27,3,0,0,0,3221,3162,1,0,76,0,6,194,6,7,33,3
train,61,3,1,2,0,0,0,1,17,1,0,0,0,4110,4219,1,0,959,1,7,262,4,10,45,2
train,62,9,2,1,0,0,0,1,11,0,0,0,0,2306,2263,0,0,262,0,4,180,4,7,31,1
train,63,8,1,2,0,0,0,0,22,1,0,0,0,3933,3879,2,0,127,0,7,103,0,4,20,3
train,64,8,2,2,0,1,0,1,14,3,0,0,0,383,481,1,0,877,1,0,96,6,4,18,1
train,65,5,1,3,0,0,0,1,0,0,0,0,0,3058,3028,2,0,290,0,5,111,2,5,21,0
train,66,2,2,2,0,0,0,1,28,0,0,0,0,1775,1696,0,0,20,0,3,12,4,0,3,3
train,67,5,1,3,0,1,0,1,19,0,0,0,0,1012,981,0,0,180,0,1,75,2,3,15,3
train,68,2,1,2,0,1,0,1,14,0,0,0,0,4342,4298,1,0,130,0,8,72,4,3,14,2
train,69,5,1,3,0,1,0,0,17,0,0,0,0,4276,4246,2,0,311,0,8,127,5,5,23,2
train,70,4,1,3,0,1,0,1,6,1,0,0,0,222,375,0,0,1028,2,0,88,5,4,17,0
train,71,1,1,2,0,1,0,0,25,1,0,0,0,3032,3011,0,0,335,0,5,106,3,4,20,3
train,72,10,2,2,0,0,0,1,1,6,61,2,2,2590,2540,0,0,201,0,5,198,4,8,34,0
train,73,2,1,2,0,1,0,0,28,2,0,0,0,2476,2424,1,0,204,0,4,109,6,4,20,3
train,74,10,0,3,0,0,0,1,26,3,0,0,0,4386,4335,1,0,53,0,8,193,5,7,33,3
train,75,10,0,2,0,0,0,1,9,0,139,1,1,2298,2233,2,0,164,0,4,22,2,1,5,1
train,76,10,1,3,0,1,0,1,22,0,251,1,2,1486,1447,0,0,176,0,2,131,3,5,24,3
train,77,5,1,3,0,1,0,0,29,0,0,0,0,2220,2184,1,0,307,0,4,110,0,4,21,4
train,78,5,2,3,0,1,0,1,14,0,132,1,1,3223,3180,1,0,148,0,6,96,6,4,18,1
train,79,10,2,2,0,1,0,0,28,0,0,0,0,3566,3551,1,0,316,0,6,109,6,4,20,3
train,80,1,2,2,0,1,0,0,14,2,0,0,0,1435,1554,2,0,990,1,2,96,6,4,18,1
train,81,10,1,3,0,0,0,1,26,5,0,0,0,154,109,1,0,52,0,0,193,5,7,33,3
train,82,2,1,2,0,1,1,1,11,1,0,0,0,3069,3036,1,0,284,0,5,93,3,4,18,1
train,83,6,2,1,0,0,0,0,16,0,0,0,0,1031,982,2,1,89,0,1,126,4,5,23,2
train,84,11,1,1,0,0,0,1,28,1,0,0,0,436,674,2,0,1098,2,0,12,4,0,3,3
train,85,1,0,2,0,0,0,1,9,0,0,0,0,4555,4527,1,0,263,0,8,148,6,6,26,1
train,86,2,1,2,1,1,1,0,6,0,0,0,0,1247,1230,1,0,222,0,2,88,5,4,17,0
train,87,8,1,2,0,1,0,1,12,1,0,0,0,1423,1538,0,0,971,1,2,94,4,4,18,1
train,88,1,2,2,0,1,0,1,14,2,281,6,2,3992,3993,1,0,453,0,7,96,6,4,18,1
train,89,3,2,2,0,0,0,1,23,0,0,0,0,1005,1110,1,0,968,1,1,162,6,6,28,3
train,90,5,1,3,0,1,1,0,5,0,0,0,0,4591,4624,2,0,967,1,8,87,4,4,17,0
train,91,2,2,2,0,1,0,0,29,1,0,0,0,3620,3647,0,0,629,0,7,110,0,4,21,4
train,92,2,0,1,0,1,0,0,26,3,0,0,0,1524,1483,1,0,107,0,3,107,4,4,20,3
train,93,8,0,2,0,1,0,2,20,1,0,0,0,2880,2847,1,0,215,0,5,265,0,10,46,3
train,94,2,1,2,0,1,0,0,22,2,0,0,0,2990,2960,1,0,155,0,5,103,0,4,20,3
train,95,5,1,3,0,0,0,1,24,11,0,0,0,253,216,1,0,58,0,0,163,0,6,29,4
train,96,5,0,3,0,0,1,1,28,1,0,0,0,4130,4103,1,0,246,0,7,12,4,0,3,3
train,97,2,2,3,0,0,0,1,2,0,0,0,0,3066,3076,1,0,526,0,5,113,4,5,21,0
train,98,2,1,1,0,0,0,2,6,4,0,0,0,1890,1823,1,0,41,0,3,145,3,6,26,1
train,99,9,2,1,0,0,0,1,17,1,62,4,1,1576,1542,0,0,172,0,3,7,0,0,2,2
train,100,5,1,3,0,0,0,1,15,3,0,0,0,2581,2505,1,0,71,0,5,73,5,3,14,2
train,101,10,1,2,0,1,0,0,12,1,0,0,0,1078,1239,1,0,1084,2,2,94,4,4,18,1
train,102,10,1,2,0,0,0,1,18,0,213,2,2,3614,3708,1,0,949,1,6,157,1,6,28,3
train,103,6,1,1,0,0,0,1,3,1,0,0,0,3393,3411,2,0,598,0,6,85,2,4,17,0
train,104,5,1,2,0,0,0,1,16,0,0,0,0,36,17,2,0,78,0,0,261,3,10,45,2
train,105,10,1,3,0,0,0,1,3,0,0,0,0,4472,4490,0,0,584,0,8,172,3,7,30,0
train,106,1,1,2,0,1,0,1,1,0,0,0,0,3418,3370,1,0,133,0,6,15,1,1,4,0
train,107,5,1,3,0,0,0,1,19,1,0,0,0,1014,983,0,0,190,0,1,187,5,7,32,2
train,108,5,1,3,0,0,0,1,24,0,0,0,0,930,912,2,0,267,0,1,105,2,4,20,3
train,109,2,2,2,0,0,1,2,13,3,0,0,0,91,55,1,0,118,0,0,152,3,6,27,2
train,110,2,1,2,0,1,0,1,6,3,0,0,0,2511,2492,2,0,485,0,4,145,3,6,26,1
train,111,10,1,2,0,0,0,1,1,1,0,0,0,340,314,2,0,155,0,0,112,3,5,21,0
train,112,2,2,2,0,1,0,0,27,3,0,0,0,1707,1649,0,0,76,0,3,108,5,4,20,3
train,113,5,1,3,0,1,0,1,1,1,0,0,0,3596,3540,0,0,68,0,6,37,2,2,8,0
train,114,1,1,3,0,1,0,0,25,2,0,0,0,2144,2082,0,0,154,0,4,106,3,4,20,3
train,115,5,1,3,0,0,0,1,29,0,53,3,3,838,833,0,0,292,0,1,84,5,3,16,4
train,116,8,1,2,0,1,1,1,29,3,0,0,0,3814,3824,1,0,530,0,7,168,5,6,29,4
train,117,6,1,2,0,0,0,1,3,4,140,1,3,4551,4500,2,0,89,0,8,17,3,1,4,0
train,118,5,1,3,0,0,0,1,9,0,355,2,1,2906,2903,0,0,440,0,5,178,2,7,31,1
train,119,5,1,3,1,0,0,1,27,4,0,0,0,2333,2272,1,0,160,0,4,166,3,6,29,4
train,120,10,2,3,0,0,0,1,5,0,0,0,0,1385,1351,1,0,136,0,2,19,5,1,4,0
train,121,5,0,3,0,0,0,1,29,1,0,0,0,609,614,1,0,363,0,1,285,4,11,51,4
train,122,3,1,3,0,0,0,2,8,0,0,0,0,2523,2456,2,0,196,0,4,253,2,10,44,1
train,123,11,1,1,0,0,0,0,19,1,0,0,0,2925,3007,1,0,861,1,5,129,0,5,24,3
train,124,2,1,1,0,0,0,1,14,1,72,2,3,3794,3744,2,0,102,0,7,209,3,8,36,2
train,125,6,0,1,0,0,1,1,9,4,0,0,0,98,66,2,0,156,0,0,148,6,6,26,1
train,126,10,0,3,0,0,0,1,21,1,0,0,0,3264,3294,0,0,645,1,6,189,0,7,33,3
train,127,2,1,2,0,1,1,1,19,1,89,2,2,1768,1876,1,0,991,1,3,264,6,10,45,2
train,128,9,2,3,0,0,0,1,20,0,0,0,0,342,531,0,0,1065,2,0,265,0,10,46,3
train,129,1,1,2,0,1,0,1,18,1,0,0,0,2017,1952,1,0,97,0,3,186,4,7,32,2
train,130,5,1,3,0,0,1,2,8,2,0,0,0,7,14,2,0,241,0,0,147,5,6,26,1
train,131,5,1,3,0,0,0,1,27,0,0,0,0,2987,3061,1,0,813,1,5,283,2,11,51,4
train,132,5,1,3,0,0,0,1,12,0,0,0,0,3006,3006,2,0,426,0,5,47,6,2,9,1
train,133,10,0,3,0,1,0,1,15,0,249,1,1,3283,3260,1,0,304,0,6,73,5,3,14,2
train,134,6,1,2,0,0,1,1,8,0,0,0,0,1629,1582,2,0,72,0,3,147,5,6,26,1
train,135,1,1,2,0,0,0,1,19,0,57,4,2,2375,2333,1,0,288,0,4,187,5,7,32,2
train,136,5,0,3,0,0,0,1,20,0,0,0,0,3056,3081,1,0,625,0,5,265,0,10,46,3
train,137,8,2,2,0,0,0,1,2,0,0,0,0,1380,1353,0,0,198,0,2,141,6,6,25,0
train,138,2,2,1,0,1,0,1,13,0,226,2,1,2891,2840,0,0,69,0,5,95,5,4,18,1
train,139,10,1,3,0,0,0,1,8,2,61,4,3,3898,3843,2,0,140,0,7,177,1,7,31,1
train,140,2,1,2,0,1,1,1,11,1,0,0,0,1461,1424,1,0,175,0,2,93,3,4,18,1
train,141,11,2,2,0,0,0,1,3,0,0,0,0,897,924,0,0,505,0,1,17,3,1,4,0
train,142,8,1,2,0,0,1,1,27,2,0,0,0,2984,2936,1,0,26,0,5,166,3,6,29,4
train,143,8,2,2,0,1,0,1,16,0,0,0,0,2909,2858,0,0,130,0,5,74,6,3,14,2
train,144,3,1,2,0,0,0,2,28,1,0,0,0,3345,3335,2,0,397,0,6,12,4,0,3,3
train,145,9,2,2,0,0,0,1,12,0,316,1,2,1472,1480,0,0,467,0,2,151,2,6,27,2
train,146,5,2,3,0,0,0,2,28,2,114,3,2,3867,3830,1,0,215,0,7,245,5,9,42,4
train,147,2,2,2,0,1,1,0,7,0,0,0,0,2089,2025,0,0,129,0,4,89,6,4,17,0
train,148,2,1,1,0,0,0,0,8,1,0,0,0,2487,2481,1,0,539,0,4,119,3,5,22,1
train,149,10,2,3,0,1,0,1,14,0,279,8,1,540,525,1,0,180,0,1,96,6,4,18,1
train,150,5,0,3,0,0,0,1,26,3,59,1,1,918,968,2,0,668,1,1,193,5,7,33,3
train,151,6,0,2,0,1,0,1,11,0,0,0,0,553,529,3,0,141,0,1,228,2,9,40,2
train,152,10,0,3,0,1,0,0,29,0,0,0,0,1942,1891,2,0,229,0,3,110,0,4,21,4
train,153,2,1,1,0,0,0,1,1,1,0,0,0,3520,3521,2,0,474,0,6,112,3,5,21,0
train,154,11,2,1,0,0,0,1,11,2,0,0,0,513,493,0,0,171,0,0,69,1,3,14,2
train,155,6,1,2,0,0,0,1,3,0,1,8,3,4222,4191,2,0,283,0,8,172,3,7,30,0
train,156,10,1,2,0,1,0,0,2,0,0,0,0,2568,2487,1,0,105,0,4,113,4,5,21,0
train,157,2,1,2,0,1,1,1,20,1,135,3,2,4343,4285,2,0,14,0,8,265,0,10,46,3
train,158,5,2,3,0,1,0,1,18,0,0,0,0,358,317,0,0,55,0,0,263,5,10,45,2
train,159,2,2,1,0,0,0,0,12,0,0,0,0,2462,2396,1,0,117,0,4,70,2,3,14,2
train,160,2,1,2,0,0,0,1,26,1,0,0,0,4558,4556,2,0,411,0,8,107,4,4,20,3
train,161,6,1,2,0,0,0,0,18,3,0,0,0,4126,4069,2,0,88,0,7,128,6,5,23,2
train,162,6,1,2,0,0,0,1,19,3,0,0,0,148,103,2,0,65,0,0,187,5,7,32,2
train,163,7,0,3,0,0,0,1,14,2,145,1,3,4082,4071,2,2,388,0,7,26,0,1,6,2
train,164,2,1,2,0,0,0,0,19,5,0,0,0,2052,1984,2,0,8,0,4,129,0,5,24,3
train,165,2,2,2,0,1,0,0,8,0,0,0,0,569,618,0,0,631,0,1,90,0,4,18,1
train,166,11,0,2,0,0,1,1,8,1,0,0,0,4534,4484,2,0,55,0,8,21,1,1,5,1
train,167,8,1,2,0,0,0,1,21,1,0,0,0,722,761,1,0,551,0,1,189,0,7,33,3
train,168,5,2,2,0,0,0,1,19,4,0,0,0,665,642,0,0,222,0,1,75,2,3,15,3
train,169,10,1,2,0,0,1,0,2,2,0,0,0,3953,3919,2,0,225,0,7,141,6,6,25,0
train,170,10,2,2,0,0,0,2,30,6,0,0,0,958,908,1,0,50,0,1,169,6,6,29,4
train,171,2,1,2,0,1,0,1,20,0,0,0,0,2528,2480,1,0,292,0,4,265,0,10,46,3
train,172,8,0,2,0,0,0,1,17,0,226,3,3,103,96,2,0,356,0,0,51,4,2,10,2
train,173,10,1,2,0,1,0,1,15,3,0,0,0,1368,1529,1,0,1063,2,2,260,2,10,45,2
train,174,5,2,3,0,1,0,1,27,7,0,0,0,305,306,1,0,367,0,0,194,6,7,33,3
train,175,8,2,2,0,1,0,0,8,2,0,0,0,1178,1129,0,0,39,0,2,90,0,4,18,1
train,176,7,2,3,0,0,0,1,12,0,59,5,3,710,695,0,0,185,0,1,229,3,9,40,2
train,177,2,1,3,0,1,0,0,7,2,0,0,0,170,149,0,0,233,0,0,89,6,4,17,0
train,178,10,0,2,0,0,0,1,28,0,87,2,1,265,240,2,0,154,0,0,218,3,8,38,4
train,179,6,1,3,0,0,0,1,25,0,0,0,0,1489,1519,2,0,604,0,2,192,4,7,33,3
train,180,8,1,2,0,1,1,0,5,0,0,0,0,2996,2962,0,0,139,0,5,87,4,4,17,0
train,181,8,1,2,0,1,1,1,6,3,0,0,0,1627,1589,1,0,146,0,3,145,3,6,26,1
train,182,1,1,2,0,0,0,1,3,0,57,2,3,4333,4339,1,0,538,0,8,85,2,4,17,0
train,183,10,0,3,0,0,0,0,16,0,0,0,0,1110,1118,1,0,512,0,2,126,4,5,23,2
train,184,10,1,2,0,0,0,0,13,0,0,0,0,951,917,1,0,168,0,1,71,3,3,14,2
train,185,5,2,3,0,1,0,1,24,0,61,2,3,1604,1587,0,0,299,0,3,241,1,9,42,4
train,186,5,1,3,0,0,0,1,10,2,0,0,0,626,592,0,0,112,0,1,179,3,7,31,1
train,187,5,2,3,0,0,0,1,0,0,82,3,2,2592,2591,0,0,492,0,5,220,5,9,38,0
train,188,2,0,1,0,1,1,0,4,0,0,0,0,4090,4078,2,0,383,0,7,86,3,4,17,0
train,189,7,1,3,0,0,0,1,27,10,0,0,0,1255,1295,1,0,690,1,2,194,6,7,33,3
train,190,2,0,2,0,0,0,1,14,2,0,0,0,333,293,2,0,66,0,0,96,6,4,18,1
train,191,11,0,1,0,0,0,0,19,3,0,0,0,4119,4054,1,0,7,0,7,129,0,5,24,3
train,192,9,2,2,0,1,0,0,17,0,74,2,3,2944,2883,1,0,17,0,5,212,6,8,36,2
train,193,4,1,1,0,0,0,2,8,0,0,0,0,852,817,2,0,101,0,1,147,5,6,26,1
train,194,5,2,3,0,0,0,1,28,1,0,0,0,3627,3626,0,0,415,0,7,137,2,5,25,4
train,195,1,1,2,0,1,0,1,17,0,0,0,0,1449,1442,2,0,381,0,2,98,2,4,19,2
train,196,5,1,3,0,1,1,1,6,1,0,0,0,4542,4548,1,0,454,0,8,145,3,6,26,1
train,197,7,0,3,0,1,0,1,20,1,0,0,0,2232,2151,1,0,65,0,4,265,0,10,46,3
train,198,5,1,3,0,0,0,1,15,0,55,1,1,3166,3143,1,0,374,0,6,260,2,10,45,2
train,199,2,1,1,0,1,0,1,14,0,227,3,1,1570,1536,0,0,143,0,3,96,6,4,18,1
train,200,2,1,1,0,0,0,1,13,3,0,0,0,980,1094,2,0,982,1,1,182,6,7,31,1
train,201,1,1,2,0,0,0,0,10,2,0,0,0,204,170,1,0,84,0,0,120,5,5,22,1
train,202,10,2,3,0,0,0,1,6,1,0,0,0,4261,4207,1,0,175,0,8,145,3,6,26,1
train,203,1,1,2,0,0,0,1,11,3,0,0,0,1282,1275,2,0,349,0,2,180,4,7,31,1
train,204,1,1,2,0,0,0,1,13,1,0,0,0,243,213,1,0,108,0,0,182,6,7,31,1
train,205,10,2,2,0,1,1,0,29,2,0,0,0,2233,2333,1,0,974,1,4,110,0,4,21,4
train,206,10,0,2,1,0,0,1,27,0,0,0,0,3303,3373,2,0,903,1,6,11,3,0,3,3
train,207,2,1,1,0,1,0,1,8,0,260,1,1,3161,3121,1,0,263,0,6,68,5,3,13,1
train,208,5,1,3,0,0,0,1,29,0,54,1,1,2468,2538,1,0,860,1,4,84,5,3,16,4
train,209,3,1,2,0,1,0,1,17,0,0,0,0,1278,1327,1,0,839,1,2,262,4,10,45,2
train,210,1,1,2,0,1,1,1,15,4,139,2,1,45,25,2,0,79,0,0,154,5,6,27,2
train,211,10,0,3,0,0,0,1,16,1,58,1,3,338,305,2,0,129,0,0,261,3,10,45,2
train,212,8,1,2,0,1,0,1,19,1,279,1,1,2167,2172,1,0,563,0,4,75,2,3,15,3
train,213,1,1,2,0,0,0,1,30,4,0,0,0,1676,1783,1,0,946,1,3,169,6,6,29,4
train,214,11,2,2,0,1,0,1,4,1,0,0,0,3045,3054,0,0,534,0,5,115,6,5,21,0
train,215,5,2,3,0,0,0,1,5,2,150,2,1,1013,1010,0,0,329,0,1,144,2,6,26,1
train,216,8,2,2,0,0,0,1,3,0,0,0,0,2335,2299,1,0,296,0,4,17,3,1,4,0
train,217,8,1,2,0,1,0,1,28,1,0,0,0,3959,3923,0,0,219,0,7,12,4,0,3,3
train,218,6,1,3,0,0,0,1,2,1,0,0,0,4369,4320,2,0,91,0,8,38,3,2,8,0
train,219,2,2,1,0,1,0,1,5,0,0,0,0,457,424,0,0,133,0,0,87,4,4,17,0
train,220,5,1,3,0,0,0,1,9,1,150,1,3,1490,1453,1,0,177,0,2,254,3,10,44,1
train,221,5,1,2,0,1,1,1,14,2,0,0,0,1457,1471,0,0,520,0,2,96,6,4,18,1
train,222,5,1,3,0,1,0,1,9,0,0,0,0,397,457,1,0,735,1,0,148,6,6,26,1
train,223,2,1,2,0,1,0,0,12,0,0,0,0,4116,4073,0,0,195,0,7,94,4,4,18,1
train,224,2,1,2,0,1,0,1,29,1,0,0,0,1784,1720,1,0,77,0,3,13,5,0,3,3
train,225,10,1,2,0,0,1,0,17,0,0,0,0,4208,4150,1,0,124,0,8,127,5,5,23,2
train,226,6,0,3,0,0,0,1,17,0,299,1,3,2635,2652,2,0,597,0,5,98,2,4,19,2
train,227,9,2,3,0,1,0,1,14,0,297,1,1,4183,4113,0,0,50,0,8,96,6,4,18,1
train,228,5,2,3,0,1,0,1,7,2,0,0,0,39,83,0,0,590,0,0,89,6,4,17,0
train,229,5,0,3,0,1,0,1,2,3,208,3,2,2241,2193,1,0,262,0,4,16,2,1,4,0
train,230,5,2,3,0,0,0,1,18,0,0,0,0,1601,1618,0,0,612,0,3,186,4,7,32,2
train,231,10,1,2,0,1,1,1,9,0,118,4,1,3598,3554,0,0,157,0,6,178,2,7,31,1
train,232,10,2,2,0,0,0,1,22,0,43,2,3,3433,3437,1,0,468,0,6,239,6,9,41,3
train,233,10,1,2,0,1,0,1,17,4,0,0,0,3018,2953,0,0,4,0,5,98,2,4,19,2
train,234,10,2,2,0,0,0,0,0,1,0,0,0,2106,2127,0,0,627,0,4,139,4,6,25,0
train,235,3,1,3,0,0,0,1,19,0,0,0,0,2788,2725,1,0,52,0,5,264,6,10,45,2
train,236,1,1,2,0,0,0,1,16,1,0,0,0,3369,3316,2,0,86,0,6,261,3,10,45,2
train,237,5,1,3,0,1,0,1,11,11,0,0,0,3238,3221,1,0,299,0,6,180,4,7,31,1
train,238,10,1,2,0,1,0,1,7,2,0,0,0,4365,4321,1,0,114,0,8,176,0,7,31,1
train,239,0,2,0,0,0,0,1,26,0,144,1,3,3963,3916,1,0,138,0,7,243,3,9,42,4
train,240,5,1,3,0,1,1,0,18,2,0,0,0,168,134,2,0,158,0,0,99,3,4,19,2
train,241,10,1,2,0,1,0,0,18,0,0,0,0,1035,988,1,0,97,0,1,99,3,4,19,2
train,242,10,1,2,0,0,0,0,18,0,0,0,0,4305,4240,2,0,68,0,8,128,6,5,23,2
train,243,6,1,1,0,1,0,1,4,2,0,0,0,3167,3169,2,0,505,0,6,173,4,7,30,0
train,244,2,1,2,0,1,0,1,3,0,134,2,1,3560,3576,1,0,480,0,6,17,3,1,4,0
train,245,10,1,2,0,1,0,1,16,2,107,1,3,268,271,1,0,320,0,0,74,6,3,14,2
train,246,2,1,2,0,1,0,1,29,0,0,0,0,4281,4256,1,0,341,0,8,84,5,3,16,4
train,247,5,0,3,0,0,0,1,20,1,0,0,0,1319,1302,1,0,270,0,2,265,0,10,46,3
train,248,10,1,2,0,1,0,0,25,1,0,0,0,3493,3450,0,0,233,0,6,106,3,4,20,3
train,249,1,0,3,0,0,0,1,7,1,0,0,0,2887,2876,0,0,392,0,5,89,6,4,17,0
train,250,5,2,3,0,1,0,0,10,10,0,0,0,2469,2438,1,0,369,0,4,120,5,5,22,1
train,251,2,1,2,0,1,0,1,29,1,0,0,0,114,156,1,0,627,0,0,168,5,6,29,4
train,252,7,1,3,0,0,0,0,11,4,0,0,0,4501,4532,1,0,628,0,8,121,6,5,22,1
train,253,11,2,2,0,0,0,1,6,1,0,0,0,2787,2734,0,0,102,0,5,202,2,8,35,1
train,254,2,1,1,0,1,0,1,30,24,0,0,0,1919,1845,2,0,0,0,3,169,6,6,29,4
